speaker,start,duration,meanF0,stdevF0,hnr,localJitter,localabsoluteJitter,rapJitter,ppq5Jitter,ddpJitter,localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,ddaShimmer,filename,gender
AndersFjellberg,437.5699281,5.667122302,136.3453352,28.83605933,9.4332406,0.022412231,0.000167981,0.008694674,0.010563775,0.026084022,0.119673832,1.103818383,0.047832241,0.068234051,0.11784741,0.143496722,AndersFjellberg_2015G,M
AndersYnnerman,515.8319512,5.744878049,127.5379705,29.05935793,7.611573117,0.025571364,0.000203826,0.010681899,0.011816897,0.032045696,0.12622997,1.187039266,0.05254982,0.071618259,0.121167452,0.15764946,AndersYnnerman_2010X,M
AndrasForgacs,270.9172222,5.411333333,139.233251,33.77048608,7.63957914,0.026976004,0.000196126,0.008602391,0.011937045,0.025807173,0.117919216,1.065913656,0.050238131,0.068053126,0.109138969,0.150714394,AndrasForgacs_2013G,M
AndreaGhez,442.4073394,7.853944954,256.8324692,76.07536201,10.36744301,0.025059578,0.000100674,0.009981624,0.01114765,0.029944872,0.1036715,1.003655616,0.043171215,0.057596538,0.09113175,0.129513646,AndreaGhez_2009G,F
AndreasEkstrom,279.6003659,6.098414634,142.8543917,35.71226296,8.816923867,0.029254321,0.000211679,0.011310795,0.013535535,0.033932384,0.128503776,1.180555198,0.054103665,0.075047925,0.127861785,0.162310995,AndreasEkstrom_2015X,M
AndreasRaptopoulos,291.5372093,5.956976744,128.4172168,25.48230953,9.313310278,0.027517396,0.000218635,0.009953666,0.013203958,0.029860997,0.121752256,1.1081881,0.047869055,0.065845338,0.109101553,0.143607165,AndreasRaptopoulos_2013G,M
AndreasSchleicher,596.1517788,5.348942308,154.6110111,29.49984126,7.965905697,0.027729779,0.000182834,0.011839739,0.014017488,0.035519218,0.13564808,1.238085164,0.059345176,0.084752838,0.139048098,0.178035529,AndreasSchleicher_2012G,M
AndresLozano,459.3222642,7.740849057,149.6542947,36.96476001,10.08806853,0.028179203,0.000190608,0.011367711,0.014326034,0.034103134,0.124314324,1.189592953,0.054271153,0.076143213,0.127159648,0.162813458,AndresLozano_2013X,M
AndresRuzo,478.7754,5.4432,166.5530443,36.67962405,10.60547,0.027825307,0.000172588,0.011429325,0.013088168,0.034287974,0.108985916,1.058352925,0.048144803,0.064172233,0.10462176,0.144434408,AndresRuzo_2014G,M
AndrewBastawrous,187.5820635,5.383650794,131.7697572,94.72222984,7.286523911,0.030389704,0.000242273,0.012134538,0.014867066,0.036403614,0.147932102,1.34331507,0.06101176,0.095321914,0.17290653,0.183035279,AndrewBastawrous_2014U,M
AndrewBird,499.601087,6.239347826,125.8015127,28.568675,12.52164134,0.028537681,0.00025281,0.013111947,0.015029731,0.039335841,0.11453798,1.080958304,0.05156735,0.066660295,0.097724526,0.15470205,AndrewBird_2010,M
AndrewBlum,334.0345631,6.241067961,114.5641927,23.84330312,6.52459493,0.024365106,0.000215184,0.008491581,0.011472775,0.025474744,0.132096636,1.202536117,0.050229484,0.073902899,0.135856984,0.150688453,AndrewBlum_2012G,M
AndrewConnolly,539.3116463,6.143231707,165.250462,47.16534347,9.500755937,0.028976439,0.000176984,0.011253174,0.013151457,0.033759523,0.104902368,1.02386299,0.046435004,0.06351643,0.096436187,0.139305013,AndrewConnolly_2014,M
AndrewFitzgerald,354.7890361,7.788674699,124.27954,40.1741914,10.85302947,0.023190541,0.000190692,0.008082756,0.010368525,0.024248267,0.111286659,1.035738091,0.044181285,0.063390805,0.107118218,0.132543854,AndrewFitzgerald_2013S,M
AndrewMcAfee,427.049418,8.028624339,128.596353,29.23886724,9.892642874,0.026745367,0.000211696,0.010194718,0.013191501,0.030584154,0.121285434,1.138127019,0.05022274,0.071450559,0.120997661,0.150668221,AndrewMcAfee_2012X,M
AndrewMcAfee,427.049418,8.028624339,128.596353,29.23886724,9.892642874,0.026745367,0.000211696,0.010194718,0.013191501,0.030584154,0.121285434,1.138127019,0.05022274,0.071450559,0.120997661,0.150668221,AndrewMcAfee_2013,M
AndrewMwenda,508.0771166,5.632208589,237.8373422,51.30796282,8.55255505,0.027286941,0.000117052,0.011422831,0.01371765,0.034268493,0.119862766,1.145525157,0.053088142,0.072260089,0.115109407,0.159264427,AndrewMwenda_2007G,M
AndrewPelling,219.7358462,5.657230769,137.444423,45.16202875,9.477834446,0.029319742,0.000223047,0.010621094,0.013359716,0.031863282,0.113911772,1.100185883,0.047511099,0.066483382,0.113219404,0.142533298,AndrewPelling_2016U,M
AndrewSolomon,732.1753247,6.472305195,140.6005548,21.85788756,10.72232314,0.023547033,0.000170189,0.01004435,0.011753937,0.03013305,0.113736096,1.085948204,0.045249861,0.064485903,0.115496769,0.135749583,AndrewSolomon_2013P,M
AndrewSolomon,732.1753247,6.472305195,140.6005548,21.85788756,10.72232314,0.023547033,0.000170189,0.01004435,0.011753937,0.03013305,0.113736096,1.085948204,0.045249861,0.064485903,0.115496769,0.135749583,AndrewSolomon_2013X,M
AndrewSolomon,732.1753247,6.472305195,140.6005548,21.85788756,10.72232314,0.023547033,0.000170189,0.01004435,0.011753937,0.03013305,0.113736096,1.085948204,0.045249861,0.064485903,0.115496769,0.135749583,AndrewSolomon_2014,M
AndrewYoun,398.7818548,5.992177419,142.2002348,30.80112517,7.572913435,0.025655598,0.000181761,0.010715055,0.01323821,0.032145165,0.112127822,1.0979822,0.048851312,0.068017158,0.111144765,0.146553935,AndrewYoun_2016,M
AndyHobsbawm,82.46416667,6.112083333,110.0441746,28.64810044,6.570744044,0.038458029,0.000353215,0.017422754,0.018575337,0.052268263,0.135744802,1.239298192,0.062970809,0.082919897,0.120712486,0.188912427,AndyHobsbawm_2008,M
AndyPuddicombe,271.6152174,5.615217391,154.6827716,33.83856855,12.26410169,0.021284721,0.000140699,0.007366709,0.008825391,0.022100128,0.105583497,1.021977567,0.041096384,0.058454982,0.106934672,0.123289153,AndyPuddicombe_2012S,M
AndyYen,357.8678899,6.339816514,153.6932114,34.31289661,9.567041778,0.028943213,0.0001896,0.012030646,0.01357716,0.036091939,0.128798125,1.205737328,0.056140478,0.07608587,0.126258131,0.168421433,AndyYen_2014G,M
AngelaBelcher,336.4197183,7.800985915,263.640212,41.9039003,12.62887914,0.019660807,7.56E-05,0.008660289,0.009908953,0.025980868,0.089950572,0.931810279,0.036241481,0.050773889,0.086164057,0.108724442,AngelaBelcher_2011X,F
AngelaDuckworth,180.6279688,5.433125,263.738759,70.11637889,11.37593966,0.020882342,8.16E-05,0.008996056,0.01039666,0.026988167,0.107954049,1.064005228,0.046913333,0.066088996,0.106548554,0.140739998,AngelaDuckworth_2013S,F
AngelaPatton,269.0866667,5.267820513,272.71464,59.70855527,10.58082291,0.021578761,8.02E-05,0.010086236,0.011077315,0.030258707,0.10229134,1.06315733,0.046579333,0.063333801,0.098999497,0.139738,AngelaPatton_2012X,F
AngelicaDass,328.8148454,5.79628866,209.228834,43.52867298,10.87426772,0.022493654,0.000108554,0.010302389,0.011869079,0.030907166,0.102212419,1.044340885,0.045816937,0.063182034,0.099946357,0.137450811,AngelicaDass_2016,F
AngeloVermeulen,208.5422414,6.707241379,130.5727581,34.91813999,8.907185459,0.031275164,0.000245758,0.011415061,0.01467487,0.034245184,0.127581243,1.159383198,0.054375186,0.074027812,0.12117474,0.163125559,AngeloVermeulen_2014U,M
AniLiu,220.6994915,6.581016949,199.4291549,48.19666684,11.16224587,0.028634684,0.000145071,0.014267564,0.014685917,0.042802692,0.103608446,1.030386433,0.04781297,0.059508898,0.090215048,0.143438909,AniLiu_2016X,F
AnilAnanthaswamy,397.1487619,7.173714286,155.0265123,25.81659989,7.773611888,0.024090692,0.000156841,0.010736214,0.013029366,0.032208642,0.120634301,1.196029121,0.053250646,0.075220277,0.12645626,0.159751938,AnilAnanthaswamy_2010P,M
AnilGupta,591.6925414,6.124143646,162.6184717,38.3354923,11.72013479,0.032235486,0.000204219,0.011224576,0.014759325,0.033673729,0.118859563,1.128084005,0.049068589,0.070758606,0.122905895,0.147205766,AnilGupta_2009I,M
AnjaliTripathi,347.9507,6.86,234.3227543,51.02565764,11.37371058,0.024673335,0.000106718,0.010908986,0.012574965,0.032726959,0.10530871,1.051039954,0.044463259,0.062470181,0.105513785,0.133389776,AnjaliTripathi_2015X,F
AnnCooper,602.2574419,8.074186047,294.0983527,49.9153255,13.03815285,0.017381435,6.02E-05,0.007062966,0.008540293,0.021188899,0.087259792,0.904789053,0.035658408,0.049449906,0.082616879,0.106975225,AnnCooper_2007P,F
AnnMarieThomas,114.4678947,5.22,273.4343796,61.23626617,9.237050059,0.024912323,9.25E-05,0.011248411,0.01310745,0.033745233,0.112998062,1.142516877,0.05065301,0.069435324,0.113852568,0.151959029,AnnMarieThomas_2011,F
AnnMorgan,371.1566949,5.79,233.1751472,50.44995261,12.45525711,0.022317631,9.68E-05,0.009354425,0.010406443,0.028063275,0.099895223,0.990123529,0.040736255,0.055765322,0.092180886,0.122208764,AnnMorgan_2015G,F
AnnaDeavereSmith,677.2814118,6.070529412,229.8662707,47.12039389,11.79512769,0.022104058,0.000106305,0.009728188,0.010895862,0.029184563,0.098832953,0.998433222,0.043424128,0.059437971,0.095737722,0.130272385,AnnaDeavereSmith_2005,F
AnnaMracekDietrich,292.3556757,6.482837838,212.8305107,39.10624432,8.429841136,0.020410032,9.71E-05,0.009115374,0.010338569,0.027346121,0.109123445,1.064305477,0.047683092,0.065060609,0.103805394,0.143049276,AnnaMracekDietrich_2011G,F
AnneCurzan,521.5127211,5.994965986,254.8052834,67.88350891,11.92364114,0.021108478,8.45E-05,0.009175467,0.010572092,0.027526402,0.1038011,1.045177298,0.043563193,0.060837463,0.101817109,0.130689579,AnneCurzan_2014X,F
AnneLamott,488.2692424,5.922651515,213.8138078,34.62265302,13.3370768,0.017975505,8.50E-05,0.00762256,0.009159718,0.022867681,0.09401295,0.982287113,0.038405227,0.054794688,0.091450714,0.115215681,AnneLamott_2017,F
AnneMarieSlaughter,513.9757895,5.569766082,218.2398927,42.16752478,13.37254999,0.017218626,8.09E-05,0.006656791,0.007848676,0.019970374,0.090595797,0.887857438,0.035846535,0.049276644,0.0833163,0.107539606,AnneMarieSlaughter_2013G,F
AnneMilgram,367.3792105,6.39377193,184.8966027,31.30950852,12.21130947,0.022782684,0.000124919,0.009210157,0.010447905,0.027630471,0.10767573,1.004955863,0.039760745,0.057425988,0.106188297,0.119282234,AnneMilgram_2013S,F
AnnetteHeuser,298.2625,6.201363636,226.7568146,43.96026284,13.02967226,0.020015141,8.95E-05,0.008316326,0.009143462,0.024948978,0.094199522,0.914027301,0.037077084,0.04985573,0.083227217,0.111231252,AnnetteHeuser_2013G,F
AnnieLennox,276.1728571,6.001190476,207.3235381,32.2714998,11.6347035,0.029725553,0.000144742,0.01393834,0.016509467,0.041815019,0.110808569,1.124445943,0.04588928,0.067447205,0.118315898,0.13766784,AnnieLennox_2010G,F
AnnieMurphyPaul,492.0755921,6.310328947,177.6879875,27.48743918,10.88671137,0.019437738,0.000110428,0.008724686,0.010203872,0.026174058,0.102363702,1.042090264,0.041462101,0.058903968,0.10121969,0.124386303,AnnieMurphyPaul_2011G,F
AnoteTong,626.2525837,5.438564593,122.6446707,31.91419987,9.360931198,0.032974031,0.000272632,0.012699412,0.015615502,0.038098237,0.126495383,1.193904537,0.051396572,0.073556122,0.12918407,0.154189716,AnoteTong_2015Z,M
AnthonyAtala,465.3778764,6.736293436,143.5785426,31.95151758,9.27953043,0.024877543,0.000177998,0.009959766,0.011912725,0.029879299,0.110231428,1.062496234,0.047642114,0.065258397,0.104904587,0.142926341,AnthonyAtala_2009P,M
AnthonyAtala,465.3778764,6.736293436,143.5785426,31.95151758,9.27953043,0.024877543,0.000177998,0.009959766,0.011912725,0.029879299,0.110231428,1.062496234,0.047642114,0.065258397,0.104904587,0.142926341,AnthonyAtala_2011,M
AnthonyDRomero,372.3218548,5.280322581,121.9080392,34.81384733,9.09014353,0.027727917,0.000231559,0.011003686,0.014404001,0.033011058,0.116951432,1.132682031,0.047587379,0.069582385,0.125547461,0.142762136,AnthonyDRomero_2017,M
AnthonyGoldbloom,135.2562791,6.028372093,126.7887239,31.09890932,8.351892414,0.024124617,0.000192449,0.009030297,0.011520707,0.02709089,0.118480438,1.127743974,0.04394335,0.065395328,0.128038495,0.131830049,AnthonyGoldbloom_2016U,M
AntonioDamasio,539.5985,8.357916667,137.4996408,29.9483202,8.749604891,0.031698037,0.000232378,0.014758934,0.017100248,0.044276802,0.136627324,1.301337383,0.064271126,0.090052765,0.139864651,0.192813378,AntonioDamasio_2011,M
AntonioGuterres,587.0035669,6.632356688,161.3857221,41.67478637,9.988974905,0.030986656,0.000196712,0.013632798,0.015785095,0.040898395,0.130329455,1.231583548,0.056446689,0.079659212,0.13649836,0.169340066,AntonioGuterres_2015G,M
AntonyGormley,443.1747973,5.364662162,110.1257646,33.00844684,6.717012558,0.03598851,0.000338402,0.015696464,0.018187848,0.047089392,0.141463288,1.29221497,0.06315246,0.088749126,0.149139957,0.189457381,AntonyGormley_2012G,M
AnupamMishra,475.2349624,6.17518797,148.7432603,29.88692928,12.34468141,0.028943953,0.00019697,0.012978635,0.015904905,0.038935905,0.11253775,1.110454151,0.048692988,0.071128392,0.119734795,0.146078964,AnupamMishra_2009I,M
AomawaShields,160.82,6.423863636,191.152394,44.08163805,9.114330219,0.024974792,0.000132093,0.010694956,0.012456782,0.032084868,0.115881173,1.122125983,0.051662027,0.070217333,0.10919311,0.154986082,AomawaShields_2015U,F
AparnaRao,248.8522785,5.738227848,195.5794828,34.01318213,12.74626087,0.02341368,0.000122786,0.01021885,0.011752626,0.030656549,0.102621931,0.993467938,0.044387189,0.060978295,0.102394605,0.133161566,AparnaRao_2011G,F
AparnaRao,248.8522785,5.738227848,195.5794828,34.01318213,12.74626087,0.02341368,0.000122786,0.01021885,0.011752626,0.030656549,0.102621931,0.993467938,0.044387189,0.060978295,0.102394605,0.133161566,AparnaRao_2013U,F
ApolloRobbins,233.4984848,5.782727273,167.4702405,37.54038116,9.337021188,0.024383639,0.000148174,0.009494188,0.011154045,0.028482563,0.117374312,1.098710581,0.048443605,0.065137261,0.109894318,0.145330816,ApolloRobbins_2013G,M
AriWallach,423.9826496,6.053247863,177.9781234,42.86933697,10.39805882,0.029760864,0.000169429,0.013615015,0.015167213,0.040845045,0.120970908,1.153905356,0.054196333,0.074326945,0.119868402,0.162588999,AriWallach_2016X,M
AriannaHuffington,127.125625,5.728125,268.6938852,55.61477105,12.87617849,0.020447103,7.74E-05,0.010314768,0.011558258,0.030944304,0.103851999,1.087772107,0.047146784,0.064322778,0.102538307,0.141440352,AriannaHuffington_2010W,F
ArielGarten,452.12,6.132132353,266.5242599,46.15073497,9.961432213,0.027357863,0.000103286,0.013575132,0.015416544,0.040725397,0.120065089,1.213912902,0.057383125,0.079859432,0.122724547,0.172149376,ArielGarten_2011X,F
ArisVenetikidis,476.4696599,6.015986395,159.5171754,48.66608581,7.08463745,0.025723247,0.00016413,0.010766427,0.013277887,0.032299282,0.130257817,1.235285637,0.056806157,0.080104462,0.129291458,0.170418471,ArisVenetikidis_2012X,M
ArthurBenjamin,299.0626866,6.801865672,191.8020296,42.78540762,9.834390535,0.020192193,0.000108308,0.008339374,0.009858049,0.025018123,0.11226894,1.085763517,0.047820649,0.065855105,0.112096083,0.143461946,ArthurBenjamin_2005,M
ArthurBenjamin,299.0626866,6.801865672,191.8020296,42.78540762,9.834390535,0.020192193,0.000108308,0.008339374,0.009858049,0.025018123,0.11226894,1.085763517,0.047820649,0.065855105,0.112096083,0.143461946,ArthurBenjamin_2009,M
ArthurBenjamin,299.0626866,6.801865672,191.8020296,42.78540762,9.834390535,0.020192193,0.000108308,0.008339374,0.009858049,0.025018123,0.11226894,1.085763517,0.047820649,0.065855105,0.112096083,0.143461946,ArthurBenjamin_2013G,M
ArthurBrooks,417.2793846,6.061461538,172.3930027,47.87512651,9.513040798,0.024398969,0.000144155,0.009413158,0.011379822,0.028239474,0.116703846,1.118928044,0.048744391,0.068900457,0.113766352,0.146233172,ArthurBrooks_2016,M
ArthurGanson,469.9834247,5.461164384,142.0300946,36.28297474,8.307180323,0.025280638,0.000182054,0.010630486,0.012469618,0.031891457,0.120626227,1.152168805,0.055682257,0.073916883,0.116503455,0.16704677,ArthurGanson_2004,M
ArthurPottsDawson,263.5409412,5.685294118,111.8150808,22.14308113,8.98586323,0.026346962,0.000238035,0.010375946,0.012695536,0.031127837,0.124068636,1.183398088,0.050477414,0.0722481,0.115803822,0.151432241,ArthurPottsDawson_2010G,M
ArunachalamMuruganantham,267.0613846,5.944153846,195.4047121,38.40380687,12.57120709,0.028392385,0.000147517,0.01222908,0.014908623,0.036687239,0.105583802,1.070701185,0.043656221,0.062907586,0.11356388,0.130968663,ArunachalamMuruganantham_2012S,M
ArvindGupta,453.7621875,5.70671875,232.4935209,54.26410378,6.201330801,0.03170001,0.00014017,0.013663438,0.016269061,0.040990313,0.13361199,1.265930521,0.061473279,0.08327249,0.131261547,0.184419836,ArvindGupta_2010P,M
AshBeckham,386.630905,5.853076923,166.9156274,33.32347853,11.69446766,0.018653739,0.000118525,0.006970678,0.008303784,0.020912033,0.105157676,1.034500779,0.040043544,0.057189599,0.102257886,0.120130632,AshBeckham_2013X,F
AshBeckham,386.630905,5.853076923,166.9156274,33.32347853,11.69446766,0.018653739,0.000118525,0.006970678,0.008303784,0.020912033,0.105157676,1.034500779,0.040043544,0.057189599,0.102257886,0.120130632,AshBeckham_2014X,F
AshadeVos,158.3645098,6.130980392,224.7286536,53.47892027,11.71210234,0.024526301,0.000111765,0.010998007,0.01285727,0.03299402,0.100004319,1.025928439,0.043833704,0.061044956,0.095245756,0.131501111,AshadeVos_2014U,F
AsherHasan,115.6513333,6.549333333,151.784012,40.18073786,13.12490763,0.024891453,0.000165685,0.009398586,0.011462557,0.028195758,0.114885012,1.099559015,0.040854667,0.061933575,0.120004664,0.122564001,AsherHasan_2009I,M
AshleyJudd,485.9370833,6.24225,226.7709243,51.53339547,12.16878739,0.020731962,9.54E-05,0.008366731,0.009778261,0.025100194,0.095861414,0.949231073,0.039911838,0.054984251,0.090920754,0.119735514,AshleyJudd_2016W,F
AshrafGhani,510.7401183,5.343964497,190.5482646,49.88996356,10.02437513,0.032531521,0.00018015,0.012799602,0.015853022,0.038398806,0.115731969,1.123773678,0.049773137,0.072345408,0.118054977,0.14931941,AshrafGhani_2005G,M
AshtonCofer,182.106,5.964181818,175.3650869,38.02332711,10.40864274,0.022897343,0.000131893,0.008499482,0.01033062,0.025498447,0.117420356,1.109329725,0.046260538,0.067175448,0.116923505,0.138781615,AshtonCofer_2016Y,M
AspenBaker,147.0387179,5.41974359,180.350809,45.4297798,8.593134968,0.026126954,0.000151586,0.01165858,0.012810318,0.034975739,0.102178604,1.016797856,0.045968163,0.061481494,0.095481326,0.137904489,AspenBaker_2015W,F
AstroTeller,460.7510323,5.638258065,143.2300996,43.76857897,7.491185592,0.028188948,0.000200298,0.01086886,0.013183567,0.03260658,0.117282111,1.123927459,0.051257746,0.070205356,0.115540226,0.153773237,AstroTeller_2016,M
AtulGawande,554.6860465,5.949825581,131.537955,25.31845449,9.693415803,0.027028351,0.000209732,0.011098982,0.013022119,0.033296945,0.108142723,1.038985309,0.045500449,0.064851881,0.104486274,0.136501346,AtulGawande_2012,M
AubreydeGrey,657.5766667,7.11128655,150.6929847,46.40633885,9.680171421,0.031186703,0.000209991,0.013075903,0.015513312,0.039227708,0.132642811,1.222172258,0.056675666,0.081754814,0.136147038,0.170026997,AubreydeGrey_2005G,M
AudreyChoi,369.8854237,6.024067797,199.7243283,51.34338017,9.187382439,0.027874895,0.000144085,0.012679035,0.012995713,0.038037105,0.122010726,1.164141349,0.054667095,0.071383452,0.115595298,0.164001285,AudreyChoi_2015S,F
AukeIjspeert,427.6785124,6.412396694,165.1701413,43.52208379,10.72959746,0.033483909,0.000204751,0.014702268,0.017540154,0.044106803,0.12594643,1.203656013,0.053825557,0.077752688,0.131127517,0.161476671,AukeIjspeert_2015G,M
