filename,duration,meanF0,stdevF0,hnr,localJitter,localabsoluteJitter,rapJitter,ppq5Jitter,ddpJitter,localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,ddaShimmer
AndrewYoun_2016,743.03,141.7745639,30.9436392,7.571077767,0.025687692,0.000182249,0.010781838,0.013326803,0.032345514,0.11262737,1.102769498,0.048972576,0.068101638,0.112797357,0.146917728
AndyHobsbawm_2008,146.69,110.7666507,28.33737286,6.751354668,0.03818468,0.000347618,0.017260566,0.018553637,0.051781699,0.135428815,1.233294244,0.062655421,0.082476588,0.120255482,0.187966263
AndyPuddicombe_2012S,516.6,155.2076127,35.04178059,12.36025727,0.020992283,0.000137638,0.007296035,0.008758526,0.021888106,0.104875954,1.018065273,0.04086473,0.058269008,0.105419831,0.122594191
AndyYen_2014G,691.04,153.7141784,34.4984448,9.588144408,0.029079468,0.000190421,0.012080104,0.013640263,0.036240312,0.128843034,1.206837845,0.056264832,0.07628901,0.127082235,0.168794497
AngelaBelcher_2011X,553.87,264.697375,43.32823832,12.73171791,0.019565563,7.47E-05,0.008591361,0.009810763,0.025774083,0.090226161,0.931893015,0.036221746,0.05078267,0.08711354,0.108665239
AngelaDuckworth_2013S,347.72,264.1746714,71.58020418,11.57141927,0.020209142,7.78E-05,0.008613359,0.009914111,0.025840077,0.106020811,1.046501714,0.045713192,0.064308721,0.103818235,0.137139575
AngelaPatton_2012X,410.89,273.6989491,60.62358084,10.79923246,0.021270989,7.86E-05,0.009967061,0.010994098,0.029901182,0.101471629,1.058221301,0.045906341,0.062737979,0.098554696,0.137719024
AngelicaDass_2016,562.24,209.1560936,44.53957108,10.90609734,0.022554783,0.000108535,0.010336011,0.011929106,0.031008032,0.101709162,1.039300666,0.045636221,0.06313438,0.100229884,0.136908662
AngeloVermeulen_2014U,389.02,130.8054501,36.90416962,8.986431872,0.031293386,0.000243176,0.011527598,0.014806524,0.034582795,0.127805855,1.16222944,0.054225152,0.0737488,0.121508903,0.162675455
AniLiu_2016X,387.07,200.1270649,48.07059652,11.3012267,0.028814243,0.00014516,0.014409568,0.015003503,0.043228705,0.103157435,1.032500444,0.047654473,0.05919376,0.089338497,0.14296342
AnilAnanthaswamy_2010P,753.24,153.6684059,25.38098193,7.815476211,0.024339581,0.000159657,0.010867113,0.013181845,0.032601338,0.120459714,1.189918216,0.052770398,0.074246739,0.125237816,0.158311195
AnilGupta_2009I,1108.47,161.4576603,38.72387032,11.76181516,0.03189817,0.000202996,0.011032759,0.014624538,0.033098277,0.118227755,1.121006458,0.048609363,0.070126439,0.121351234,0.14582809
AnjaliTripathi_2015X,686,234.4978097,51.68858793,11.41986226,0.024554686,0.000105975,0.010882194,0.012585309,0.032646583,0.105098338,1.049771542,0.04442762,0.062365574,0.104894474,0.13328286
AnnCooper_2007P,1041.57,296.0864542,49.64778771,13.23436674,0.017228162,5.89E-05,0.006995922,0.008497582,0.020987765,0.086759413,0.89788578,0.035407584,0.049147062,0.082074244,0.106222752
AnnMarieThomas_2011,198.36,272.7089742,61.82307471,9.35433766,0.024799822,9.22E-05,0.011259191,0.013118957,0.033777573,0.114233668,1.148222111,0.050957831,0.069988234,0.11452196,0.152873493
AnnMorgan_2015G,683.22,232.341557,51.92550464,12.5257081,0.022396444,9.73E-05,0.009370224,0.010441096,0.028110671,0.100140206,0.991267323,0.040662809,0.055742062,0.092732679,0.121988426
AnnaDeavereSmith_2005,1030.63,235.7164468,50.14609857,11.99160288,0.02115915,9.58E-05,0.009462609,0.010733263,0.028387828,0.098161013,0.996865775,0.043000128,0.0592943,0.096039122,0.129000385
AnnaMracekDietrich_2011G,479.73,211.8109173,40.10109889,8.685197773,0.020110805,9.57E-05,0.008970156,0.010153595,0.026910467,0.108538321,1.058134527,0.046952413,0.064625087,0.103610401,0.140857238
AnneCurzan_2014X,881.26,255.7857256,68.43652643,12.30111073,0.020370331,8.08E-05,0.008860342,0.010259303,0.026581027,0.102379975,1.030899683,0.042686395,0.059613836,0.099317464,0.128059185
AnneLamott_2017,781.79,215.636381,35.19618856,13.47324611,0.01774665,8.29E-05,0.007508741,0.009015575,0.022526224,0.093026077,0.972417435,0.037876711,0.05425137,0.091149682,0.113630134
AnneMarieSlaughter_2013G,952.43,218.6917813,43.24456503,13.5083917,0.0168407,7.83E-05,0.006446655,0.007626495,0.019339964,0.089589358,0.877297787,0.035215861,0.048492433,0.082122573,0.105647582
AnneMilgram_2013S,728.89,184.7477193,31.62121471,12.32819427,0.022494301,0.00012309,0.009033548,0.010230058,0.027100644,0.106196565,0.993837514,0.039114462,0.056092074,0.104977246,0.117343385
AnnetteHeuser_2013G,545.72,226.1457839,44.45129784,13.28542657,0.019418971,8.69E-05,0.00807618,0.008940613,0.024228541,0.093038886,0.902738725,0.03631487,0.049454323,0.082471808,0.108944609
AnnieLennox_2010G,504.1,207.4404266,32.22872863,11.83646522,0.029572423,0.00014373,0.013772223,0.016259406,0.041316669,0.110789636,1.118909716,0.045614194,0.066879888,0.116717216,0.136842581
AnnieMurphyPaul_2011G,959.17,177.4030526,27.62930732,10.96315696,0.019263876,0.00010927,0.008628529,0.010058102,0.025885588,0.10198482,1.036135078,0.041232995,0.058662965,0.100476379,0.123698984
AnoteTong_2015Z,1135.47,122.5038752,33.06419344,9.406435153,0.032674913,0.000270078,0.012586543,0.015396953,0.03775963,0.126271585,1.193217723,0.05118409,0.073247349,0.129525394,0.153552271
AnthonyAtala_2009P,938.36,136.871296,35.87709374,8.245740244,0.02617629,0.000193536,0.010525315,0.012746136,0.031575946,0.112102177,1.07455216,0.049228453,0.06664932,0.103580586,0.147685358
AnthonyAtala_2011,803.11,150.3806119,27.7091199,10.80311248,0.02219206,0.00015016,0.008530917,0.010288941,0.02559275,0.104014274,1.020944817,0.044313548,0.062414379,0.104289597,0.132940643
AnthonyDRomero_2017,654.76,121.7173639,36.31768757,9.167303867,0.027700754,0.000231362,0.010986909,0.014378016,0.032960727,0.117503592,1.136517072,0.047693784,0.069836183,0.124892904,0.143081352
AnthonyGoldbloom_2016U,257.71,127.1074528,32.54502854,8.438882306,0.024139122,0.000191475,0.009129655,0.011663109,0.027388966,0.119609381,1.13896115,0.044507853,0.066907796,0.127468268,0.133523558
AntonioDamasio_2011,1001.29,135.7191026,29.03685944,8.863576334,0.0317518,0.000234986,0.014803779,0.017219911,0.044411336,0.136836464,1.294300754,0.064692355,0.091020722,0.142189123,0.194077066
AntonioGuterres_2015G,1041.28,160.9056117,41.98213031,10.116636,0.030824576,0.000195467,0.013531647,0.015745143,0.040594942,0.130591598,1.236115683,0.056423628,0.079694687,0.135462866,0.169270883
AntonyGormley_2012G,781.72,109.0518895,33.30173746,6.826064815,0.035732165,0.000336403,0.015426953,0.017698356,0.046280859,0.141239198,1.285869421,0.062808389,0.088398007,0.15063346,0.188425168
AnupamMishra_2009I,821.3,149.3768962,31.75876009,12.38414291,0.029097889,0.000196613,0.013006317,0.016065032,0.039018951,0.113311195,1.116646305,0.049142768,0.071930414,0.120414829,0.147428304
AomawaShields_2015U,282.65,188.0928103,44.21294829,9.326940941,0.024911489,0.000133598,0.010696888,0.012445347,0.032090664,0.113983369,1.109097033,0.050716521,0.068867978,0.107313461,0.152149562
AparnaRao_2011G,430.01,202.3499176,32.51704027,14.09230233,0.020505693,0.000102881,0.008241248,0.009434365,0.024723745,0.087462995,0.819196941,0.036432789,0.048322319,0.081664992,0.109298368
AparnaRao_2013U,476.63,189.0488798,35.84459875,12.04646417,0.024888083,0.000133024,0.011470191,0.013218855,0.034410574,0.113385143,1.121264953,0.049666315,0.070075805,0.117703634,0.148998945
ApolloRobbins_2013G,381.66,169.2654875,37.7920223,9.663163864,0.023713599,0.000142268,0.009236999,0.010801101,0.027710996,0.114610616,1.079114515,0.046678044,0.063900364,0.108342734,0.140034133
AriWallach_2016X,706.8,177.1832178,43.52969633,10.59670159,0.029188909,0.000166821,0.013380101,0.014924261,0.040140303,0.119747076,1.145384423,0.053280078,0.073165102,0.117995719,0.159840234
AriannaHuffington_2010W,183.3,265.1097427,55.31068803,13.10450332,0.020553542,7.86E-05,0.010282771,0.011561446,0.030848314,0.105027187,1.09537417,0.047531481,0.065124282,0.103557022,0.142594443
ArielGarten_2011X,833.97,265.7735283,46.98927663,10.20145871,0.026561947,0.000100476,0.013128148,0.014889983,0.039384445,0.117918667,1.198798845,0.05590628,0.077880056,0.120282787,0.167718841
ArisVenetikidis_2012X,884.35,159.1495531,50.79726501,7.105194131,0.026017964,0.00016587,0.010900333,0.013417397,0.032701,0.130663818,1.239188527,0.057108992,0.080380624,0.13089456,0.171326977
ArthurBenjamin_2005,458.33,197.4848006,43.89288655,9.996523082,0.021153045,0.000109099,0.009212279,0.010750059,0.027636837,0.110536308,1.089984827,0.048734208,0.066617509,0.112054264,0.146202625
ArthurBenjamin_2009,126.59,186.9194255,38.09374464,7.82927136,0.0159137,8.73E-05,0.006410084,0.007611513,0.019230251,0.124438224,1.160304758,0.052079286,0.071744238,0.118530922,0.156237857
ArthurBenjamin_2013G,326.53,186.226546,47.87022124,10.75923718,0.019854008,0.000109437,0.007431994,0.009023555,0.022295983,0.108610948,1.025657025,0.043914276,0.061146194,0.105174375,0.131742829
ArthurBrooks_2016,787.99,172.0968236,49.79949722,9.531692191,0.024526013,0.00014481,0.009369409,0.011429817,0.028108228,0.115926263,1.113775623,0.04838188,0.067897541,0.112321127,0.145145641
ArthurGanson_2004,797.33,140.7516495,36.63084115,8.454996707,0.024968902,0.000181232,0.010386498,0.01226959,0.031159493,0.119939366,1.141619091,0.055281294,0.073520845,0.115495474,0.165843883
ArthurPottsDawson_2010G,483.25,112.0459773,22.90477694,9.214804815,0.026200612,0.000235586,0.010342346,0.012760693,0.031027038,0.124528499,1.187447038,0.050704304,0.072358465,0.118909578,0.152112912
ArunachalamMuruganantham_2012S,386.37,194.3986507,38.19381054,12.83046853,0.028306562,0.000147496,0.012152795,0.014901735,0.036458386,0.104942901,1.061769964,0.043101239,0.062250861,0.11301094,0.129303718
ArvindGupta_2010P,728.65,230.8648185,55.54367113,6.416030997,0.031523974,0.000139663,0.013588646,0.016202119,0.040765939,0.133045217,1.269197121,0.061057553,0.082957489,0.132562976,0.183172659
AshBeckham_2013X,510.55,150.0670569,28.87754593,12.41719691,0.01919249,0.000134203,0.006944349,0.008266265,0.020833046,0.102225143,1.000702542,0.037059718,0.053906362,0.1009867,0.111179155
AshBeckham_2014X,781.94,178.8150002,38.33179202,11.51393,0.017622048,0.000101224,0.006692617,0.008006853,0.020077852,0.105379453,1.046470872,0.040676988,0.057522344,0.102100945,0.122030965
AshadeVos_2014U,312.68,226.0976252,54.81502855,11.77130774,0.024111047,0.000107881,0.010811359,0.012516201,0.032434078,0.098588728,1.016726541,0.04297439,0.060037684,0.095803917,0.128923169
AsherHasan_2009I,196.48,151.7729512,39.29541006,13.28923638,0.024379406,0.000161935,0.008960835,0.010975965,0.026882505,0.113530184,1.085776241,0.039834197,0.061381763,0.119610672,0.119502591
AshleyJudd_2016W,749.07,228.9237335,52.0097471,12.34995287,0.020232834,9.14E-05,0.00822298,0.009628349,0.02466894,0.09543476,0.948174107,0.039632129,0.05447964,0.090460627,0.118896386
AshrafGhani_2005G,900.93,190.391144,51.48936063,10.20283699,0.031739494,0.000173046,0.012482447,0.015455977,0.03744734,0.114767391,1.118012362,0.04915114,0.070343096,0.11566792,0.147453419
AshtonCofer_2016Y,328.03,175.7453759,37.93974637,10.45560311,0.022907684,0.000131591,0.008537686,0.01044471,0.025613058,0.117884699,1.111044268,0.046294247,0.067709497,0.117213973,0.13888274
AspenBaker_2015W,211.37,183.698618,47.21407946,8.661814763,0.025304421,0.000141555,0.011174743,0.012359667,0.033524229,0.100127435,1.001529163,0.045180934,0.060503133,0.093475698,0.135542801
AstroTeller_2016,872.64,141.737206,44.01982416,7.61240928,0.027647123,0.000197828,0.010675864,0.013025578,0.032027591,0.117919687,1.125814209,0.051598632,0.070523567,0.114937948,0.154795896
AtulGawande_2012,1018.99,132.8498598,26.07489468,10.0298994,0.026084662,0.000198322,0.010686631,0.012499452,0.032059893,0.106135081,1.02292178,0.044686337,0.062134537,0.101561363,0.134059012
AubreydeGrey_2005G,1216.03,150.7184666,47.83723706,9.72712641,0.031667606,0.000212691,0.013343779,0.015825621,0.040031338,0.133397681,1.226877674,0.05724008,0.082010464,0.136622073,0.17172024
AudreyChoi_2015S,710.84,201.2436319,52.44842232,9.401359864,0.027210427,0.000138357,0.012354091,0.012686598,0.037062273,0.121047744,1.155319155,0.05409528,0.07043463,0.114276626,0.162285839
AukeIjspeert_2015G,774.09,165.6435154,43.33276024,10.91516616,0.032812414,0.000199572,0.014427553,0.017230657,0.043282658,0.124492292,1.193063933,0.053203856,0.076681026,0.130114566,0.159611568
